# name:     Al2O3  corundum
# formula:  Al2O3
# sites:    Al1,O1
# refer1:   Wyckoff vol 2, V, p 6-8
# schoen:   D_3d^6
# POT  SCF  30  4.2000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
    0.196819E+04   -0.497419E-03    0.786020E-04   -0.248730E-03    0.393108E-04    0.784191E-01    0.158570E-07    0.786802E-04
    0.196968E+04   -0.496770E-03    0.784224E-04   -0.248432E-03    0.392209E-04    0.782992E-01    0.158181E-07    0.785004E-04
    0.197118E+04   -0.496128E-03    0.782426E-04   -0.248134E-03    0.391310E-04    0.781790E-01    0.157794E-07    0.783203E-04
    0.197268E+04   -0.495492E-03    0.780576E-04   -0.247777E-03    0.390385E-04    0.780533E-01    0.157332E-07    0.781350E-04
    0.197418E+04   -0.494859E-03    0.778698E-04   -0.247478E-03    0.389445E-04    0.779248E-01    0.156945E-07    0.779469E-04
    0.197568E+04   -0.494232E-03    0.776816E-04   -0.247180E-03    0.388504E-04    0.777957E-01    0.156558E-07    0.777585E-04
    0.197719E+04   -0.493607E-03    0.774803E-04   -0.246823E-03    0.387497E-04    0.776532E-01    0.156096E-07    0.775568E-04
    0.197869E+04   -0.492981E-03    0.772790E-04   -0.246525E-03    0.386490E-04    0.775105E-01    0.155709E-07    0.773552E-04
    0.198021E+04   -0.492357E-03    0.770744E-04   -0.246227E-03    0.385467E-04    0.773643E-01    0.155322E-07    0.771503E-04
    0.198172E+04   -0.491732E-03    0.768614E-04   -0.245929E-03    0.384401E-04    0.772095E-01    0.154935E-07    0.769370E-04
    0.198324E+04   -0.491107E-03    0.766486E-04   -0.245571E-03    0.383337E-04    0.770547E-01    0.154475E-07    0.767240E-04
    0.198476E+04   -0.490480E-03    0.764283E-04   -0.245273E-03    0.382235E-04    0.768920E-01    0.154088E-07    0.765033E-04
    0.198628E+04   -0.489848E-03    0.762053E-04   -0.244975E-03    0.381120E-04    0.767265E-01    0.153701E-07    0.762800E-04
    0.198780E+04   -0.489215E-03    0.759822E-04   -0.244677E-03    0.380004E-04    0.765606E-01    0.153315E-07    0.760566E-04
    0.198933E+04   -0.488578E-03    0.757549E-04   -0.244319E-03    0.378867E-04    0.763902E-01    0.152856E-07    0.758290E-04
    0.199086E+04   -0.487937E-03    0.755280E-04   -0.243962E-03    0.377732E-04    0.762200E-01    0.152398E-07    0.756018E-04
    0.199240E+04   -0.487292E-03    0.753017E-04   -0.243664E-03    0.376600E-04    0.760501E-01    0.152013E-07    0.753751E-04
    0.199393E+04   -0.486645E-03    0.750761E-04   -0.243366E-03    0.375472E-04    0.758807E-01    0.151629E-07    0.751492E-04
    0.199547E+04   -0.485996E-03    0.748508E-04   -0.243008E-03    0.374345E-04    0.757114E-01    0.151172E-07    0.749236E-04
    0.199701E+04   -0.485344E-03    0.746288E-04   -0.242710E-03    0.373235E-04    0.755451E-01    0.150790E-07    0.747013E-04
    0.199856E+04   -0.484691E-03    0.744079E-04   -0.242352E-03    0.372130E-04    0.753797E-01    0.150335E-07    0.744801E-04
    0.200010E+04   -0.484037E-03    0.741879E-04   -0.242054E-03    0.371029E-04    0.752150E-01    0.149954E-07    0.742597E-04
    0.200165E+04   -0.483383E-03    0.739713E-04   -0.241697E-03    0.369946E-04    0.750535E-01    0.149501E-07    0.740429E-04
    0.200321E+04   -0.482729E-03    0.737551E-04   -0.241399E-03    0.368864E-04    0.748921E-01    0.149121E-07    0.738263E-04
    0.200476E+04   -0.482075E-03    0.735399E-04   -0.241041E-03    0.367788E-04    0.747316E-01    0.148670E-07    0.736109E-04
    0.200632E+04   -0.481421E-03    0.733258E-04   -0.240743E-03    0.366717E-04    0.745719E-01    0.148291E-07    0.733965E-04
    0.200788E+04   -0.480768E-03    0.731120E-04   -0.240386E-03    0.365648E-04    0.744122E-01    0.147841E-07    0.731823E-04
    0.200944E+04   -0.480116E-03    0.728975E-04   -0.240088E-03    0.364575E-04    0.742516E-01    0.147463E-07    0.729675E-04
    0.201101E+04   -0.479463E-03    0.726831E-04   -0.239730E-03    0.363503E-04    0.740910E-01    0.147015E-07    0.727528E-04
    0.201258E+04   -0.478810E-03    0.724685E-04   -0.239432E-03    0.362429E-04    0.739299E-01    0.146638E-07    0.725380E-04
    0.201415E+04   -0.478156E-03    0.722524E-04   -0.239074E-03    0.361348E-04    0.737669E-01    0.146191E-07    0.723215E-04
    0.201572E+04   -0.477500E-03    0.720366E-04   -0.238776E-03    0.360269E-04    0.736040E-01    0.145815E-07    0.721054E-04
    0.201730E+04   -0.476844E-03    0.718204E-04   -0.238419E-03    0.359188E-04    0.734405E-01    0.145369E-07    0.718889E-04
    0.201888E+04   -0.476186E-03    0.716039E-04   -0.238121E-03    0.358105E-04    0.732765E-01    0.144994E-07    0.716722E-04
    0.202046E+04   -0.475525E-03    0.713879E-04   -0.237763E-03    0.357024E-04    0.731126E-01    0.144549E-07    0.714558E-04
    0.202205E+04   -0.474862E-03    0.711737E-04   -0.237465E-03    0.355953E-04    0.729504E-01    0.144176E-07    0.712414E-04
    0.202364E+04   -0.474198E-03    0.709602E-04   -0.237107E-03    0.354885E-04    0.727886E-01    0.143732E-07    0.710275E-04
    0.202523E+04   -0.473530E-03    0.707484E-04   -0.236809E-03    0.353826E-04    0.726284E-01    0.143360E-07    0.708155E-04
    0.202682E+04   -0.472862E-03    0.705414E-04   -0.236452E-03    0.352790E-04    0.724728E-01    0.142919E-07    0.706081E-04
    0.202842E+04   -0.472192E-03    0.703346E-04   -0.236094E-03    0.351756E-04    0.723172E-01    0.142478E-07    0.704010E-04
    0.203002E+04   -0.471520E-03    0.701336E-04   -0.235796E-03    0.350751E-04    0.721674E-01    0.142109E-07    0.701998E-04
    0.203162E+04   -0.470850E-03    0.699362E-04   -0.235438E-03    0.349764E-04    0.720211E-01    0.141670E-07    0.700021E-04
    0.203322E+04   -0.470179E-03    0.697390E-04   -0.235081E-03    0.348777E-04    0.718747E-01    0.141232E-07    0.698046E-04
    0.203483E+04   -0.469509E-03    0.695513E-04   -0.234783E-03    0.347838E-04    0.717378E-01    0.140865E-07    0.696167E-04
    0.203644E+04   -0.468842E-03    0.693639E-04   -0.234425E-03    0.346901E-04    0.716011E-01    0.140429E-07    0.694290E-04
    0.203805E+04   -0.468177E-03    0.691788E-04   -0.234127E-03    0.345975E-04    0.714665E-01    0.140064E-07    0.692436E-04
    0.203966E+04   -0.467514E-03    0.689986E-04   -0.233769E-03    0.345073E-04    0.713368E-01    0.139630E-07    0.690631E-04
    0.204128E+04   -0.466855E-03    0.688193E-04   -0.233471E-03    0.344177E-04    0.712078E-01    0.139266E-07    0.688836E-04
    0.204290E+04   -0.466199E-03    0.686444E-04   -0.233114E-03    0.343302E-04    0.710833E-01    0.138834E-07    0.687084E-04
    0.204453E+04   -0.465549E-03    0.684702E-04   -0.232816E-03    0.342431E-04    0.709592E-01    0.138472E-07    0.685340E-04
    0.204615E+04   -0.464904E-03    0.682958E-04   -0.232458E-03    0.341558E-04    0.708347E-01    0.138041E-07    0.683593E-04
    0.204778E+04   -0.464262E-03    0.681184E-04   -0.232160E-03    0.340671E-04    0.707069E-01    0.137679E-07    0.681817E-04
    0.204941E+04   -0.463625E-03    0.679409E-04   -0.231802E-03    0.339783E-04    0.705789E-01    0.137249E-07    0.680039E-04
    0.205105E+04   -0.462991E-03    0.677605E-04   -0.231504E-03    0.338881E-04    0.704476E-01    0.136888E-07    0.678233E-04
    0.205268E+04   -0.462358E-03    0.675757E-04   -0.231206E-03    0.337956E-04    0.703114E-01    0.136528E-07    0.676382E-04
    0.205432E+04   -0.461728E-03    0.673908E-04   -0.230908E-03    0.337032E-04    0.701751E-01    0.136168E-07    0.674531E-04
    0.205596E+04   -0.461100E-03    0.671993E-04   -0.230551E-03    0.336074E-04    0.700316E-01    0.135739E-07    0.672613E-04
    0.205761E+04   -0.460470E-03    0.670056E-04   -0.230253E-03    0.335105E-04    0.698856E-01    0.135379E-07    0.670673E-04
    0.205926E+04   -0.459841E-03    0.668112E-04   -0.229955E-03    0.334133E-04    0.697386E-01    0.135020E-07    0.668727E-04
    0.206091E+04   -0.459212E-03    0.666099E-04   -0.229597E-03    0.333126E-04    0.695841E-01    0.134592E-07    0.666711E-04
    0.206256E+04   -0.458579E-03    0.664087E-04   -0.229299E-03    0.332120E-04    0.694296E-01    0.134234E-07    0.664697E-04
    0.206422E+04   -0.457946E-03    0.662057E-04   -0.229001E-03    0.331104E-04    0.692729E-01    0.133875E-07    0.662664E-04
    0.206588E+04   -0.457310E-03    0.660003E-04   -0.228643E-03    0.330077E-04    0.691135E-01    0.133449E-07    0.660607E-04
    0.206754E+04   -0.456672E-03    0.657953E-04   -0.228345E-03    0.329051E-04    0.689541E-01    0.133091E-07    0.658554E-04
    0.206920E+04   -0.456032E-03    0.655897E-04   -0.228047E-03    0.328023E-04    0.687941E-01    0.132734E-07    0.656496E-04
    0.207087E+04   -0.455389E-03    0.653844E-04   -0.227690E-03    0.326996E-04    0.686339E-01    0.132310E-07    0.654440E-04
    0.207254E+04   -0.454745E-03    0.651797E-04   -0.227392E-03    0.325973E-04    0.684742E-01    0.131954E-07    0.652391E-04
    0.207421E+04   -0.454099E-03    0.649772E-04   -0.227094E-03    0.324960E-04    0.683165E-01    0.131599E-07    0.650363E-04
    0.207588E+04   -0.453452E-03    0.647750E-04   -0.226736E-03    0.323948E-04    0.681589E-01    0.131176E-07    0.648338E-04
    0.207756E+04   -0.452804E-03    0.645749E-04   -0.226438E-03    0.322948E-04    0.680032E-01    0.130822E-07    0.646334E-04
    0.207924E+04   -0.452156E-03    0.643767E-04   -0.226080E-03    0.321956E-04    0.678493E-01    0.130402E-07    0.644350E-04
    0.208093E+04   -0.451508E-03    0.641788E-04   -0.225782E-03    0.320967E-04    0.676955E-01    0.130049E-07    0.642368E-04
    0.208261E+04   -0.450860E-03    0.639837E-04   -0.225425E-03    0.319991E-04    0.675443E-01    0.129630E-07    0.640414E-04
    0.208430E+04   -0.450212E-03    0.637892E-04   -0.225127E-03    0.319018E-04    0.673935E-01    0.129279E-07    0.638467E-04
    0.208599E+04   -0.449565E-03    0.635952E-04   -0.224769E-03    0.318047E-04    0.672431E-01    0.128861E-07    0.636524E-04
    0.208768E+04   -0.448919E-03    0.634023E-04   -0.224471E-03    0.317083E-04    0.670935E-01    0.128511E-07    0.634592E-04
    0.208938E+04   -0.448273E-03    0.632096E-04   -0.224173E-03    0.316119E-04    0.669440E-01    0.128161E-07    0.632663E-04
    0.209108E+04   -0.447628E-03    0.630167E-04   -0.223815E-03    0.315154E-04    0.667940E-01    0.127745E-07    0.630732E-04
    0.209278E+04   -0.446983E-03    0.628238E-04   -0.223517E-03    0.314189E-04    0.666437E-01    0.127396E-07    0.628800E-04
    0.209449E+04   -0.446338E-03    0.626312E-04   -0.223160E-03    0.313226E-04    0.664934E-01    0.126982E-07    0.626871E-04
    0.209620E+04   -0.445693E-03    0.624372E-04   -0.222862E-03    0.312256E-04    0.663415E-01    0.126634E-07    0.624929E-04
    0.209791E+04   -0.445047E-03    0.622434E-04   -0.222564E-03    0.311286E-04    0.661895E-01    0.126287E-07    0.622988E-04
    0.209962E+04   -0.444400E-03    0.620494E-04   -0.222206E-03    0.310316E-04    0.660371E-01    0.125874E-07    0.621046E-04
    0.210133E+04   -0.443750E-03    0.618549E-04   -0.221908E-03    0.309343E-04    0.658838E-01    0.125528E-07    0.619098E-04
    0.210305E+04   -0.443098E-03    0.616623E-04   -0.221550E-03    0.308380E-04    0.657324E-01    0.125117E-07    0.617170E-04
    0.210477E+04   -0.442445E-03    0.614766E-04   -0.221252E-03    0.307451E-04    0.655880E-01    0.124772E-07    0.615310E-04
    0.210650E+04   -0.441794E-03    0.612913E-04   -0.220895E-03    0.306524E-04    0.654439E-01    0.124363E-07    0.613455E-04
    0.210822E+04   -0.441143E-03    0.611063E-04   -0.220597E-03    0.305599E-04    0.652998E-01    0.124019E-07    0.611603E-04
    0.210995E+04   -0.440492E-03    0.609257E-04   -0.220239E-03    0.304696E-04    0.651603E-01    0.123611E-07    0.609794E-04
    0.211169E+04   -0.439843E-03    0.607454E-04   -0.219941E-03    0.303794E-04    0.650207E-01    0.123270E-07    0.607989E-04
    0.211342E+04   -0.439194E-03    0.605666E-04   -0.219584E-03    0.302900E-04    0.648826E-01    0.122863E-07    0.606199E-04
    0.211516E+04   -0.438546E-03    0.603903E-04   -0.219285E-03    0.302018E-04    0.647469E-01    0.122523E-07    0.604433E-04
    0.211690E+04   -0.437900E-03    0.602142E-04   -0.218987E-03    0.301137E-04    0.646111E-01    0.122183E-07    0.602670E-04
    0.211864E+04   -0.437254E-03    0.600409E-04   -0.218630E-03    0.300270E-04    0.644782E-01    0.121778E-07    0.600935E-04
    0.212039E+04   -0.436610E-03    0.598689E-04   -0.218332E-03    0.299410E-04    0.643465E-01    0.121440E-07    0.599213E-04
    0.212214E+04   -0.435968E-03    0.596972E-04   -0.217974E-03    0.298551E-04    0.642148E-01    0.121037E-07    0.597493E-04
    0.212389E+04   -0.435328E-03    0.595282E-04   -0.217676E-03    0.297706E-04    0.640858E-01    0.120699E-07    0.595800E-04
    0.212564E+04   -0.434690E-03    0.593592E-04   -0.217378E-03    0.296860E-04    0.639566E-01    0.120362E-07    0.594108E-04
    0.212740E+04   -0.434054E-03    0.591906E-04   -0.217021E-03    0.296017E-04    0.638276E-01    0.119961E-07    0.592420E-04
    0.212916E+04   -0.433420E-03    0.590224E-04   -0.216722E-03    0.295176E-04    0.636989E-01    0.119626E-07    0.590736E-04
    0.213092E+04   -0.432789E-03    0.588544E-04   -0.216424E-03    0.294336E-04    0.635701E-01    0.119291E-07    0.589053E-04
    0.213268E+04   -0.432159E-03    0.586851E-04   -0.216067E-03    0.293489E-04    0.634398E-01    0.118891E-07    0.587359E-04
    0.213445E+04   -0.431531E-03    0.585156E-04   -0.215769E-03    0.292641E-04    0.633089E-01    0.118557E-07    0.585661E-04
    0.213622E+04   -0.430905E-03    0.583458E-04   -0.215471E-03    0.291792E-04    0.631775E-01    0.118223E-07    0.583961E-04
    0.213799E+04   -0.430281E-03    0.581732E-04   -0.215173E-03    0.290929E-04    0.630429E-01    0.117890E-07    0.582233E-04
    0.213977E+04   -0.429657E-03    0.580007E-04   -0.214815E-03    0.290066E-04    0.629082E-01    0.117493E-07    0.580506E-04
    0.214155E+04   -0.429034E-03    0.578266E-04   -0.214517E-03    0.289195E-04    0.627714E-01    0.117160E-07    0.578763E-04
    0.214333E+04   -0.428411E-03    0.576506E-04   -0.214219E-03    0.288315E-04    0.626324E-01    0.116828E-07    0.577001E-04
    0.214511E+04   -0.427788E-03    0.574749E-04   -0.213921E-03    0.287436E-04    0.624934E-01    0.116496E-07    0.575241E-04
    0.214690E+04   -0.427165E-03    0.572966E-04   -0.213623E-03    0.286544E-04    0.623514E-01    0.116165E-07    0.573456E-04
    0.214869E+04   -0.426542E-03    0.571180E-04   -0.213265E-03    0.285651E-04    0.622089E-01    0.115770E-07    0.571668E-04
    0.215048E+04   -0.425918E-03    0.569394E-04   -0.212967E-03    0.284758E-04    0.620660E-01    0.115440E-07    0.569879E-04
    0.215227E+04   -0.425293E-03    0.567594E-04   -0.212669E-03    0.283857E-04    0.619215E-01    0.115110E-07    0.568077E-04
    0.215407E+04   -0.424668E-03    0.565798E-04   -0.212371E-03    0.282959E-04    0.617770E-01    0.114780E-07    0.566279E-04
    0.215587E+04   -0.424042E-03    0.564002E-04   -0.212014E-03    0.282061E-04    0.616324E-01    0.114388E-07    0.564481E-04
    0.215767E+04   -0.423415E-03    0.562208E-04   -0.211716E-03    0.281164E-04    0.614878E-01    0.114059E-07    0.562685E-04
    0.215948E+04   -0.422786E-03    0.560418E-04   -0.211418E-03    0.280268E-04    0.613432E-01    0.113731E-07    0.560892E-04
    0.216129E+04   -0.422157E-03    0.558638E-04   -0.211120E-03    0.279378E-04    0.611995E-01    0.113404E-07    0.559110E-04
    0.216310E+04   -0.421527E-03    0.556861E-04   -0.210762E-03    0.278489E-04    0.610560E-01    0.113014E-07    0.557331E-04
    0.216491E+04   -0.420894E-03    0.555105E-04   -0.210464E-03    0.277611E-04    0.609144E-01    0.112688E-07    0.555572E-04
    0.216673E+04   -0.420262E-03    0.553413E-04   -0.210166E-03    0.276764E-04    0.607797E-01    0.112363E-07    0.553878E-04
    0.216855E+04   -0.419633E-03    0.551723E-04   -0.209808E-03    0.275920E-04    0.606450E-01    0.111976E-07    0.552187E-04
    0.217037E+04   -0.419005E-03    0.550044E-04   -0.209510E-03    0.275080E-04    0.605112E-01    0.111652E-07    0.550506E-04
    0.217220E+04   -0.418378E-03    0.548373E-04   -0.209212E-03    0.274244E-04    0.603781E-01    0.111328E-07    0.548832E-04
    0.217402E+04   -0.417753E-03    0.546705E-04   -0.208914E-03    0.273410E-04    0.602450E-01    0.111005E-07    0.547162E-04
    0.217585E+04   -0.417128E-03    0.545047E-04   -0.208557E-03    0.272580E-04    0.601129E-01    0.110620E-07    0.545502E-04
    0.217769E+04   -0.416505E-03    0.543392E-04   -0.208259E-03    0.271753E-04    0.599808E-01    0.110298E-07    0.543845E-04
    0.217952E+04   -0.415882E-03    0.541741E-04   -0.207961E-03    0.270927E-04    0.598490E-01    0.109977E-07    0.542192E-04
    0.218136E+04   -0.415261E-03    0.540096E-04   -0.207663E-03    0.270104E-04    0.597175E-01    0.109656E-07    0.540545E-04
    0.218320E+04   -0.414640E-03    0.538453E-04   -0.207365E-03    0.269283E-04    0.595861E-01    0.109336E-07    0.538900E-04
    0.218504E+04   -0.414020E-03    0.536815E-04   -0.207007E-03    0.268463E-04    0.594550E-01    0.108954E-07    0.537260E-04
    0.218689E+04   -0.413401E-03    0.535181E-04   -0.206709E-03    0.267646E-04    0.593240E-01    0.108635E-07    0.535624E-04
    0.218874E+04   -0.412782E-03    0.533549E-04   -0.206411E-03    0.266830E-04    0.591931E-01    0.108316E-07    0.533990E-04
    0.219059E+04   -0.412165E-03    0.531925E-04   -0.206113E-03    0.266017E-04    0.590629E-01    0.107998E-07    0.532364E-04
    0.219244E+04   -0.411548E-03    0.530304E-04   -0.205815E-03    0.265206E-04    0.589327E-01    0.107680E-07    0.530740E-04
    0.219430E+04   -0.410931E-03    0.528688E-04   -0.205457E-03    0.264398E-04    0.588029E-01    0.107301E-07    0.529123E-04
    0.219616E+04   -0.410315E-03    0.527080E-04   -0.205159E-03    0.263594E-04    0.586737E-01    0.106985E-07    0.527513E-04
    0.219802E+04   -0.409700E-03    0.525475E-04   -0.204861E-03    0.262791E-04    0.585446E-01    0.106669E-07    0.525906E-04
    0.219989E+04   -0.409086E-03    0.523880E-04   -0.204563E-03    0.261994E-04    0.584164E-01    0.106353E-07    0.524309E-04
    0.220176E+04   -0.408473E-03    0.522290E-04   -0.204265E-03    0.261198E-04    0.582886E-01    0.106038E-07    0.522717E-04
    0.220363E+04   -0.407860E-03    0.520703E-04   -0.203967E-03    0.260405E-04    0.581609E-01    0.105723E-07    0.521128E-04
    0.220550E+04   -0.407248E-03    0.519135E-04   -0.203609E-03    0.259621E-04    0.580350E-01    0.105349E-07    0.519558E-04
    0.220738E+04   -0.406638E-03    0.517569E-04   -0.203311E-03    0.258837E-04    0.579091E-01    0.105035E-07    0.517990E-04
